visitor_home_cbg,placekey,visit_count
250277308021,222-223@62k-qyn-52k,4
250277309012,222-223@62k-qyn-52k,4
250277329012,222-223@62k-qyn-52k,4
250277314004,222-223@62k-qyn-575,5
250277331022,222-223@62k-qyn-575,5
250277329015,222-223@62k-qyn-575,10
250277324006,222-223@62k-qyn-575,16
250277310022,222-223@62k-qyn-575,5
250277312034,222-223@62k-qyn-575,5
250277312031,222-223@62k-qyn-575,16
250277330001,222-223@62k-qyn-575,16
250277316006,222-223@62k-qyn-575,6
250277304013,222-223@62k-qyn-575,6
250277322011,222-223@62k-qyn-575,9
250277311014,222-223@62k-qyn-575,5
250277306001,222-223@62k-qyn-575,5
250277310023,222-223@62k-qyn-575,4
250277311011,222-223@62k-qyn-575,4
250277307001,222-223@62k-qyn-575,4
250277308011,222-223@62k-qyn-brk,36
250277310023,222-223@62k-qyn-brk,4
250277308021,222-223@62k-qyn-brk,4
250277308021,222-223@62k-qyn-q9f,41
250277308011,222-223@62k-qyn-q9f,36
250277311014,222-223@62k-qyn-q9f,29
250277328021,222-223@62k-qyn-q9f,6
250277322031,222-223@62k-qyn-q9f,6
250277314004,222-223@62k-qyn-q9f,18
250277325002,222-223@62k-qyn-q9f,6
250277319002,222-223@62k-qyn-q9f,6
250277314005,222-223@62k-qyn-q9f,6
250277331021,222-223@62k-qyn-q9f,6
250277311011,222-223@62k-qyn-q9f,22
250277320023,222-223@62k-qyn-q9f,13
250277326001,222-223@62k-qyn-q9f,12
250277301003,222-223@62k-qyn-q9f,24
250277302002,222-223@62k-qyn-q9f,12
250277314003,222-223@62k-qyn-q9f,6
250277306005,222-223@62k-qyn-q9f,6
250277316002,222-223@62k-qyn-q9f,6
250277309022,222-223@62k-qyn-q9f,6
250277309011,222-223@62k-qyn-q9f,6
250277312032,222-223@62k-qyn-q9f,16
250277308013,222-223@62k-qyn-q9f,6
250277309021,222-223@62k-qyn-q9f,23
250277303001,222-223@62k-qyn-q9f,6
250277307006,222-223@62k-qyn-q9f,7
250277330002,222-223@62k-qyn-q9f,7
250277304011,222-223@62k-qyn-q9f,7
250277312033,222-223@62k-qyn-q9f,4
250277324006,222-223@62k-qyn-q9f,4
250277313002,222-223@62k-qyn-q9f,4
250277323012,222-223@62k-qyn-q9f,4
250277328012,222-223@62k-qyn-q9f,4
250277315004,222-223@62k-qyn-q9f,4
250277324003,222-223@62k-qyn-t7q,12
250277315005,222-223@62k-qyn-t7q,12
250277320023,222-223@62k-qyn-td9,45
250277312042,222-223@62k-qyn-td9,18
250277302002,222-223@62k-qyn-td9,12
250277311014,222-223@62k-qyn-td9,6
250277316004,222-223@62k-qyn-wtv,41
250277308012,222-223@62k-qyn-wtv,32
250277312031,222-223@62k-qyn-wtv,10
250277312021,222-223@62k-qyn-wtv,207
250277312032,222-223@62k-qyn-wtv,7
250277312033,222-223@62k-qyn-x3q,8
250277317001,222-223@62k-qyn-x3q,7
250277327001,222-223@62k-qyp-3nq,14
250277311013,222-223@62k-qyp-3nq,4
250277302001,222-223@62k-rd8-vfz,16
250277320022,222-223@62k-rd8-vfz,10
250277320021,222-223@62k-rd8-vfz,5
250277320023,222-223@62k-rd8-vfz,7
250277315004,222-223@62k-rd8-vfz,7
250277317001,222-223@62k-rd8-vmk,17
250277320021,222-223@62k-rdb-ce5,68
250277317001,222-223@62k-rdd-9xq,5
250277301005,222-223@62k-rdd-9xq,5
250277312033,222-223@62k-rdd-9xq,5
250277302002,222-223@62k-rdd-9xq,17
250277301002,222-223@62k-rdd-9xq,41
250277330002,222-223@62k-rdd-9xq,24
250277302006,222-223@62k-rdd-9xq,22
250277302001,222-223@62k-rdd-9xq,12
250277306001,222-223@62k-rdf-dd9,12
250277302006,222-223@62k-rdf-dd9,9
250277302001,222-223@62k-rdf-dd9,5
250277306002,222-223@62k-rdf-dd9,8
250277320022,222-223@62k-rdf-dd9,6
250277308022,222-223@62k-rdf-dd9,4
250277302001,222-223@62k-rdf-xwk,5
250277305002,222-223@62k-rdf-z4v,6
250277329012,222-223@62k-rdf-z4v,18
250277303001,222-223@62k-rdf-z4v,22
250277302001,222-223@62k-rdf-z4v,12
250277317001,222-223@62k-rdf-z4v,19
250277304013,222-223@62k-rdf-z9f,21
250277320023,222-223@62k-rdp-btv,22
250277313001,222-223@62k-rdp-btv,13
250277303001,222-223@62k-rdp-btv,6
250277322012,222-223@62k-rdp-btv,6
250277322023,222-223@62k-rdp-kzz,6
250277305002,222-223@62k-rdp-mc5,30
250277307003,222-223@62k-rdp-skf,12
250277310023,222-223@62k-rdr-8jv,4
250277328012,222-223@62k-rdr-bc5,27
250277323011,222-223@62k-rdr-bff,14
250277305002,222-223@62k-rds-87q,14
250277304012,222-223@62k-rds-87q,8
250277318003,222-223@62k-rds-8n5,52
250277316004,222-223@62k-rds-8n5,9
250277317001,222-223@62k-rds-8n5,28
250277329012,222-223@62k-rds-8n5,5
250277315005,222-223@62k-rds-8n5,11
250277322033,222-223@62k-rds-8n5,7
250277312032,222-223@62k-rds-8n5,4
250277325001,222-223@62k-rds-8n5,4
250277317001,222-223@62k-rds-hdv,44
250277318006,222-223@62k-rds-hdv,46
250277305003,222-223@62k-rds-jy9,17
250277316006,222-223@62k-rds-jy9,6
250277309011,222-223@62k-rds-jy9,6
250277325001,222-223@62k-rds-jy9,6
250277329012,222-223@62k-rds-jy9,5
250277307001,222-223@62k-rds-jy9,5
250277307006,222-223@62k-rds-jy9,5
250277306001,222-223@62k-rds-nnq,6
250277320022,222-223@62k-rds-nnq,6
250277305002,222-223@62k-rds-nnq,18
250277306005,222-223@62k-rds-nnq,18
250277310023,222-223@62k-rds-nwk,4
250277304011,222-223@62k-rds-pjv,6
250277322011,222-223@62k-rds-pjv,6
250277302002,222-223@62k-rds-pjv,10
250277304014,222-223@62k-rds-pjv,10
250277309022,222-223@62k-rds-pjv,4
250277327004,222-223@62k-rds-pjv,12
250277320021,222-223@62k-rds-pjv,12
250277304022,222-223@62k-rds-pjv,12
250277319004,222-223@62k-rds-pjv,12
250277302006,222-223@62k-rds-pjv,4
250277322033,222-223@62k-rds-pjv,4
250277323011,222-223@62k-rds-pjv,13
250277317001,222-223@62k-rds-pjv,4
250277330001,222-223@62k-rds-pjv,4
250277303001,222-223@62k-rds-pjv,4
250277315005,222-223@62k-rds-pjv,12
250277308021,222-223@62k-rds-pjv,9
250277328012,222-223@62k-rds-pjv,4
250277328021,222-223@62k-rds-pjv,8
250277324001,222-223@62k-rds-pjv,4
250277329012,222-223@62k-rds-pjv,8
250277307001,222-223@62k-rds-pjv,4
250277316002,222-223@62k-rds-pjv,4
250277306005,222-223@62k-rds-pjv,8
250277316005,222-223@62k-rds-pjv,5
250277315002,222-223@62k-rds-pjv,5
250277304013,222-223@62k-rds-pjv,4
250277305003,222-223@62k-rds-pjv,4
250277310023,222-223@62k-rds-pjv,4
250277302001,222-223@62k-rds-pjv,4
250277318004,222-223@62k-rds-pjv,4
250277331021,222-223@62k-rds-pjv,4
250277325001,222-223@62k-rds-pjv,4
250277312032,222-223@62k-rds-pjv,4
250277304012,222-223@62k-rds-pjv,4
250277317001,222-223@62k-rds-rc5,4
250277305003,222-223@62k-rds-rff,14
250277310023,222-223@62k-rds-rff,17
250277328022,222-223@62k-rds-rff,5
250277323013,222-223@62k-rds-rff,5
250277329011,222-223@62k-rds-rff,5
250277324005,222-223@62k-rds-rff,11
250277315005,222-223@62k-rds-rff,11
250277308013,222-223@62k-rds-rff,5
250277322011,222-223@62k-rds-rff,8
250277331022,222-223@62k-rds-rff,8
250277320023,222-223@62k-rds-rff,4
250277330001,222-223@62k-rds-rff,10
250277329012,222-223@62k-rds-rff,4
250277313003,222-223@62k-rds-rff,14
250277323012,222-223@62k-rds-rff,6
250277312032,222-223@62k-rds-rff,7
250277317001,222-223@62k-rds-rff,4
250277328012,222-223@62k-rds-rff,4
250277304014,222-223@62k-rds-rff,4
250277309023,222-223@62k-rds-rff,4
250277331021,222-223@62k-rds-rff,4
250277323021,222-223@62k-rds-rff,4
250277322021,222-223@62k-rds-rhq,39
250277325001,222-223@62k-rds-rhq,43
250277308022,222-223@62k-rds-rhq,23
250277317001,222-223@62k-rds-rhq,4
250277306005,222-223@62k-rds-rhq,4
250277317001,222-223@62k-rds-rzf,404
250277328021,222-223@62k-rds-rzf,22
250277326002,222-223@62k-rds-rzf,32
250277315005,222-223@62k-rds-rzf,16
250277305002,222-223@62k-rds-rzf,16
250277317002,222-223@62k-rds-rzf,156
250277312041,222-223@62k-rds-rzf,16
250277329012,222-223@62k-rds-rzf,37
250277323021,222-223@62k-rds-rzf,43
250277312031,222-223@62k-rds-rzf,36
250277309022,222-223@62k-rds-rzf,25
250277327003,222-223@62k-rds-rzf,14
250277323012,222-223@62k-rds-rzf,8
250277312033,222-223@62k-rds-rzf,8
250277313003,222-223@62k-rds-rzf,24
250277331021,222-223@62k-rds-rzf,13
250277305003,222-223@62k-rds-rzf,8
250277301005,222-223@62k-rds-rzf,23
250277314003,222-223@62k-rds-rzf,14
250277304022,222-223@62k-rds-rzf,8
250277306004,222-223@62k-rds-rzf,8
250277328011,222-223@62k-rds-rzf,8
250277324006,222-223@62k-rds-rzf,14
250277326001,222-223@62k-rds-rzf,11
250277312032,222-223@62k-rds-rzf,16
250277303002,222-223@62k-rds-rzf,11
250277318006,222-223@62k-rds-rzf,22
250277326003,222-223@62k-rds-rzf,11
250277314004,222-223@62k-rds-rzf,6
250277326005,222-223@62k-rds-rzf,6
250277322031,222-223@62k-rds-rzf,6
250277328012,222-223@62k-rds-rzf,17
250277313002,222-223@62k-rds-rzf,6
250277316006,222-223@62k-rds-rzf,12
250277330001,222-223@62k-rds-rzf,38
250277322021,222-223@62k-rds-rzf,6
250277330003,222-223@62k-rds-rzf,11
250277325001,222-223@62k-rds-rzf,70
250277322011,222-223@62k-rds-rzf,16
250277304014,222-223@62k-rds-rzf,22
250277310023,222-223@62k-rds-rzf,17
250277314002,222-223@62k-rds-rzf,22
250277318004,222-223@62k-rds-rzf,17
250277320023,222-223@62k-rds-rzf,6
250277319002,222-223@62k-rds-rzf,6
250277329011,222-223@62k-rds-rzf,6
250277320022,222-223@62k-rds-rzf,6
250277323013,222-223@62k-rds-rzf,6
250277319003,222-223@62k-rds-rzf,6
250277324001,222-223@62k-rds-rzf,29
250277330002,222-223@62k-rds-rzf,29
250277316004,222-223@62k-rds-rzf,24
250277316003,222-223@62k-rds-rzf,24
250277329021,222-223@62k-rds-rzf,10
250277306001,222-223@62k-rds-rzf,5
250277307003,222-223@62k-rds-rzf,5
250277319004,222-223@62k-rds-rzf,5
250277320022,222-223@62k-rds-tvz,12
250277328012,222-223@62k-rds-tvz,13
250277320011,222-223@62k-rds-tvz,6
250277305003,222-223@62k-rds-tvz,13
250277308021,222-223@62k-rds-tvz,6
250277318003,222-223@62k-rds-tvz,6
250277322021,222-223@62k-rds-tvz,6
250277308022,222-223@62k-rds-tvz,7
250277315005,222-223@62k-rds-tvz,7
250277320023,222-223@62k-rds-tvz,7
250277310023,222-223@62k-rds-tvz,7
250277316004,222-223@62k-rds-tvz,7
250277331022,222-223@62k-rds-tvz,8
250277317001,222-223@62k-rds-tvz,8
250277310023,222-223@62k-rds-v75,16
250277325001,222-223@62k-rds-v75,8
250277311014,222-223@62k-rds-v75,8
250277305002,222-223@62k-rds-v75,8
250277316006,222-223@62k-rds-v75,5
250277331021,222-223@62k-rds-v75,5
250277317001,222-223@62k-rds-vcq,28
250277318006,222-223@62k-rds-vcq,5
250277302006,222-223@62k-rds-vcq,5
250277329012,222-223@62k-rds-vcq,5
250277302001,222-223@62k-rds-vcq,8
250277319004,222-223@62k-rds-vcq,4
250277322011,222-223@62k-rds-vcq,4
250277319002,222-223@62k-rds-vcq,8
250277328021,222-223@62k-rds-vcq,8
250277303002,222-223@62k-rds-vcq,4
250277301003,222-223@62k-rds-vcq,4
250277305003,222-223@62k-rds-vcq,4
250277306002,222-223@62k-rds-vcq,4
250277315005,222-223@62k-rds-vcq,4
250277323011,222-223@62k-rds-vcq,8
250277320021,222-223@62k-rds-vcq,4
250277313003,222-223@62k-rds-vcq,4
250277314005,222-223@62k-rds-vcq,4
250277320011,222-223@62k-rds-vcq,4
250277312031,222-223@62k-rds-vcq,4
250277329012,222-223@62k-rds-vvf,5
250277317001,222-223@62k-rds-vvf,5
250277314005,222-223@62k-rds-vvf,4
250277327004,222-223@62k-rds-vvf,4
250277328012,222-223@62k-rdt-7yv,12
250277331022,222-223@62k-rdt-7yv,12
250277304011,222-223@62k-rdt-ch5,4
250277328011,222-223@62k-rdt-ch5,4
250277304011,222-223@62k-rdt-fxq,6
250277322032,222-223@62k-rdt-y5f,29
250277328012,222-223@62k-rdt-y5f,40
250277327002,222-223@62k-rdt-y5f,27
250277324002,222-223@62k-rdt-y5f,13
250277324006,222-223@62k-rdt-y5f,38
250277328021,222-223@62k-rdt-y5f,31
250277326002,222-223@62k-rdt-y5f,26
250277318003,222-223@62k-rdt-y5f,8
250277319004,222-223@62k-rdt-y5f,4
250277323012,222-223@62k-rdt-y5f,11
250277328011,222-223@62k-rdt-y5f,4
250277323021,222-223@62k-rdt-y5f,16
250277319002,222-223@62k-rdt-y5f,4
250277317001,222-223@62k-rdt-y5f,5
250277327001,222-223@62k-rdt-y5f,5
250277322033,222-223@62k-rdt-y5f,5
250277328023,222-223@62k-rdt-y5f,5
250277306001,222-223@62k-rdv-2tv,4
250277324004,222-223@62k-rdv-2tv,8
250277313002,222-223@62k-rdv-2tv,8
250277327003,222-223@62k-rdv-2tv,4
250277314003,222-223@62k-rdv-2tv,4
250277323011,222-223@62k-rdv-2tv,4
250277317001,222-223@62k-rdv-2tv,4
250277304022,222-223@62k-rdv-2tv,4
250277325001,222-223@62k-rdv-2tv,4
250277304014,222-223@62k-rdv-2tv,4
250277302002,222-223@62k-rdv-2tv,4
250277322033,222-223@62k-rdv-2tv,8
250277323012,222-223@62k-rdv-2tv,12
250277328012,222-223@62k-rdv-2tv,8
250277318005,222-223@62k-rdv-2tv,4
250277328021,222-223@62k-rdv-2tv,4
250277309022,222-223@62k-rdv-2tv,4
250277303002,222-223@62k-rdv-2tv,4
250277305003,222-223@62k-rdv-2tv,4
250277324006,222-223@62k-rdv-2tv,4
250277320022,222-223@62k-rdv-2tv,4
250277322033,222-223@62k-rdv-33q,4
250277326001,222-223@62k-rdv-33q,7
250277329011,222-223@62k-rdv-33q,19
250277324006,222-223@62k-rdv-33q,5
250277323011,222-223@62k-rdv-33q,5
250277312033,222-223@62k-rdv-6p9,5
250277324006,222-223@62k-rdv-6p9,4
250277326005,222-223@62k-rdv-nbk,4
250277328012,222-223@62k-rdz-87q,14
250277320021,222-223@62k-rdz-87q,16
250277302002,222-223@62k-rdz-kzz,80
250277309022,222-223@62k-rdz-rkz,12
250277316004,222-223@62k-rdz-rkz,5
250277330002,222-223@62k-rdz-rkz,4
250277308021,222-223@62k-rdz-rkz,5
250277306002,222-223@62k-rdz-rkz,4
250277301001,222-223@62k-rdz-s3q,19
250277319001,222-223@62k-rdz-s3q,18
250277320021,222-223@62k-rdz-wkz,54
250277322021,222-223@62k-rdz-wkz,11
250277320021,222-223@62k-rdz-xbk,9
250277304013,222-223@62k-rdz-xt9,8
250277322033,222-223@62k-rdz-xt9,4
250277320022,222-223@62k-rdz-xt9,4
250277319002,222-223@62k-rdz-xt9,4
250277320023,222-223@62k-rdz-xt9,14
250277323021,222-223@62k-rdz-xt9,13
250277320011,222-223@62k-rdz-xt9,13
250277330003,222-223@62k-rdz-xt9,4
250277320021,222-223@62k-rdz-xt9,4
250277304014,222-223@62k-rdz-xt9,9
250277322023,222-223@62k-rdz-xt9,9
250277322021,222-223@62k-rdz-xt9,6
250277324006,222-223@62k-rdz-xt9,6
250277310023,222-223@62k-rdz-xt9,6
250277301005,222-223@62k-rdz-xt9,6
250277307001,222-223@62k-rdz-xt9,6
250277304014,222-223@62k-rdz-y7q,5
250277302002,222-223@62k-rdz-y7q,4
250277323021,222-223@62k-rdz-y7q,4
250277304012,222-223@62k-rdz-y7q,6
250277304013,222-223@62k-rdz-y7q,6
250277320021,222-223@62k-rdz-y7q,7
250277319004,222-223@62k-rdz-y7q,7
250277323012,222-223@62k-rfj-7wk,43
250277307001,222-223@62k-rfj-7wk,124
250277327004,222-223@62k-rfk-99f,13
250277308022,222-223@62k-rfk-kj9,67
250277305003,222-223@62k-rfk-kzz,83
250277317001,222-223@62k-rfk-kzz,37
250277302002,222-223@62k-rfk-kzz,24
250277307003,222-223@62k-rfk-kzz,28
250277329011,222-223@62k-rfk-kzz,16
250277312033,222-223@62k-rfk-kzz,13
250277301002,222-223@62k-rfk-kzz,9
250277318003,222-223@62k-rfk-s89,20
250277323012,222-223@62k-rfk-s89,9
250277320022,222-223@62k-rfm-fmk,18
250277309011,222-223@62k-rfm-fmk,14
250277308021,222-223@62k-rfm-fmk,21
250277314005,222-223@62k-rfm-fmk,7
250277307001,222-223@62k-rfm-fmk,4
250277319002,222-223@62k-rfm-fmk,4
250277325002,222-223@62k-rfm-fmk,4
250277330001,222-223@62k-rfm-fmk,7
250277330003,222-223@62k-rfm-nh5,10
250277323013,222-223@62k-rfm-nh5,10
250277323011,222-223@62k-rfm-nnq,13
250277324006,222-223@62k-rfm-nnq,7
250277315005,222-223@62k-rfm-nnq,13
250277315003,222-223@62k-rfm-nnq,8
250277316006,222-223@62k-rfm-nnq,4
250277305002,222-223@62k-rfm-nnq,4
250277316004,222-223@62k-rfm-nnq,11
250277331021,222-223@62k-rfm-nnq,4
250277322032,222-223@62k-rfm-nnq,4
250277309022,222-223@62k-rfm-nnq,4
250277310022,222-223@62k-rfm-nnq,4
250277308011,222-223@62k-rfm-tsq,26
250277330002,222-223@62k-rfm-tsq,7
250277316004,222-223@62k-rfm-tsq,78
250277310011,222-223@62k-rfp-kfz,13
250277313001,222-223@62k-rfq-kpv,10
250277312033,222-223@62k-rfq-kpv,4
250277330002,222-223@62k-rfq-kpv,4
250277308021,222-223@62k-rfq-kpv,5
250277305003,222-223@62k-rfr-zpv,20
250277305002,222-223@62k-rfr-zpv,8
250277301005,222-223@62k-rfr-zpv,18
250277306001,222-223@62k-rfr-zpv,10
250277329012,222-223@62k-rfr-zpv,6
250277320022,222-223@62k-rfr-zpv,4
250277331011,222-223@62k-rfr-zpv,4
250277310023,222-223@62k-rfr-zpv,4
250277330001,222-223@62k-rfr-zpv,4
250277306002,222-223@62k-rfs-kcq,69
250277328012,222-223@62k-rfs-kcq,30
250277304012,222-223@62k-rfs-kcq,27
250277307003,222-223@62k-rfs-kcq,11
250277306005,222-223@62k-rfs-kcq,36
250277303001,222-223@62k-rfs-kcq,38
250277301004,222-223@62k-rfs-kcq,15
250277307006,222-223@62k-rfs-kcq,37
250277304011,222-223@62k-rfs-kcq,31
250277306001,222-223@62k-rfs-kcq,56
250277305001,222-223@62k-rfs-kcq,6
250277316006,222-223@62k-rfs-kcq,6
250277301005,222-223@62k-rfs-kcq,12
250277330003,222-223@62k-rfs-kcq,12
250277326003,222-223@62k-rfs-kcq,6
250277323012,222-223@62k-rfs-kcq,12
250277305002,222-223@62k-rfs-kcq,6
250277309013,222-223@62k-rfs-kcq,12
250277301003,222-223@62k-rfs-kcq,6
250277328022,222-223@62k-rfs-kcq,6
250277308011,222-223@62k-rfs-kcq,11
250277328011,222-223@62k-rfs-kcq,6
250277317001,222-223@62k-rfs-kcq,10
250277319002,222-223@62k-rfs-kcq,6
250277306004,222-223@62k-rfs-kcq,6
250277325002,222-223@62k-rfs-kcq,6
250277308021,222-223@62k-rfs-kcq,6
250277307002,222-223@62k-rfs-kcq,6
250277305003,222-223@62k-rfs-kcq,18
250277307001,222-223@62k-rfs-kcq,8
250277302001,222-223@62k-rfs-kcq,4
250277308012,222-223@62k-rfs-kcq,4
250277331022,222-223@62k-rfs-kcq,4
250277316004,222-223@62k-rfs-kcq,4
250277306001,222-223@62k-rfs-kfz,171
250277306002,222-223@62k-rfs-kfz,99
250277306005,222-223@62k-rfs-kfz,71
250277304012,222-223@62k-rfs-kfz,55
250277301004,222-223@62k-rfs-kfz,53
250277307003,222-223@62k-rfs-kfz,15
250277318006,222-223@62k-rfs-kfz,15
250277303001,222-223@62k-rfs-kfz,60
250277307006,222-223@62k-rfs-kfz,81
250277308012,222-223@62k-rfs-kfz,33
250277306004,222-223@62k-rfs-kfz,42
250277310023,222-223@62k-rfs-kfz,46
250277320023,222-223@62k-rfs-kfz,50
250277328012,222-223@62k-rfs-kfz,36
250277304011,222-223@62k-rfs-kfz,37
250277305002,222-223@62k-rfs-kfz,72
250277301003,222-223@62k-rfs-kfz,32
250277328022,222-223@62k-rfs-kfz,22
250277301005,222-223@62k-rfs-kfz,15
250277316006,222-223@62k-rfs-kfz,30
250277306003,222-223@62k-rfs-kfz,28
250277312041,222-223@62k-rfs-kfz,8
250277325002,222-223@62k-rfs-kfz,15
250277308013,222-223@62k-rfs-kfz,29
250277305001,222-223@62k-rfs-kfz,36
250277323012,222-223@62k-rfs-kfz,33
250277319002,222-223@62k-rfs-kfz,15
250277313001,222-223@62k-rfs-kfz,8
250277311012,222-223@62k-rfs-kfz,15
250277304022,222-223@62k-rfs-kfz,8
250277312032,222-223@62k-rfs-kfz,14
250277324006,222-223@62k-rfs-kfz,14
250277330003,222-223@62k-rfs-kfz,14
250277309013,222-223@62k-rfs-kfz,14
250277326002,222-223@62k-rfs-kfz,7
250277326003,222-223@62k-rfs-kfz,7
250277309022,222-223@62k-rfs-kfz,7
250277329014,222-223@62k-rfs-kfz,7
250277317001,222-223@62k-rfs-kfz,60
250277330001,222-223@62k-rfs-kfz,7
250277308021,222-223@62k-rfs-kfz,20
250277307001,222-223@62k-rfs-kfz,21
250277315005,222-223@62k-rfs-kfz,13
250277308011,222-223@62k-rfs-kfz,13
250277316004,222-223@62k-rfs-kfz,11
250277328011,222-223@62k-rfs-kfz,7
250277331022,222-223@62k-rfs-kfz,11
250277307002,222-223@62k-rfs-kfz,7
250277303004,222-223@62k-rfs-kfz,7
250277320021,222-223@62k-rfs-kfz,7
250277319001,222-223@62k-rfs-kfz,7
250277305003,222-223@62k-rfs-kfz,64
250277302001,222-223@62k-rfs-kfz,8
250277322011,222-223@62k-rfs-kfz,4
250277323011,222-223@62k-rfs-kfz,4
250277302002,222-223@62k-rfs-p9z,7
250277306002,222-223@62k-rfs-p9z,8
250277308021,222-223@62k-rfs-p9z,4
250277329012,222-223@62k-rfs-p9z,8
250277308012,222-223@62k-rfs-p9z,4
250277301004,222-223@62k-rfs-p9z,4
250277312031,222-223@62k-rfs-p9z,7
250277315003,222-223@62k-rfs-p9z,4
250277301002,222-223@62k-rfs-p9z,4
250277320023,222-223@62k-rfs-t35,9
250277326002,222-223@62k-rfs-t35,4
250277312032,222-223@62k-rfs-t35,4
250277309011,222-223@62k-rfs-t35,4
250277323021,222-223@62k-rfs-t7q,29
250277305002,222-223@62k-rfs-vs5,84
250277305003,222-223@62k-rfs-vs5,46
250277328012,222-223@62k-rft-fcq,12
250277328011,222-223@62k-rft-fcq,8
250277302002,222-223@62k-rft-fcq,12
250277310022,222-223@62k-rft-fcq,4
250277302001,222-223@62k-rft-fcq,8
250277316004,222-223@62k-rft-fcq,8
250277320022,222-223@62k-rft-fcq,4
250277317001,222-223@62k-rft-fcq,16
250277312031,222-223@62k-rft-fcq,12
250277301005,222-223@62k-rft-fcq,12
250277320023,222-223@62k-rft-fcq,4
250277310023,222-223@62k-rft-fcq,12
250277330001,222-223@62k-rft-fcq,4
250277329012,222-223@62k-rft-fcq,12
250277303002,222-223@62k-rft-fcq,8
250277307005,222-223@62k-rft-fcq,4
250277324006,222-223@62k-rft-fcq,4
250277318004,222-223@62k-rft-fcq,4
250277307003,222-223@62k-rft-fcq,4
250277308022,222-223@62k-rft-fcq,4
250277329014,222-223@62k-rft-fcq,4
250277304012,222-223@62k-rft-mtv,18
250277305003,222-223@62k-rft-mtv,26
250277320023,222-223@62k-rft-mtv,7
250277304011,222-223@62k-rft-mtv,10
250277301005,222-223@62k-rft-mtv,9
250277306001,222-223@62k-rft-mtv,9
250277331012,222-223@62k-rft-mtv,5
250277330002,222-223@62k-rft-mtv,5
250277305002,222-223@62k-rft-mtv,10
250277310023,222-223@62k-rft-mtv,10
250277329012,222-223@62k-rft-mtv,5
250277302006,222-223@62k-rft-mtv,5
250277304014,222-223@62k-rft-mtv,5
250277312032,222-223@62k-rft-mtv,4
250277301004,222-223@62k-rft-mtv,4
250277328021,222-223@62k-rft-mtv,4
250277323011,222-224@62k-qpv-cdv,21
250277328011,222-224@62k-qpy-rkz,52
250277328021,222-224@62k-qpy-rkz,17
250277313001,222-224@62k-qpy-rkz,6
250277328021,222-224@62k-qpy-tn5,6
250277323011,222-224@62k-qpy-tn5,5
250277306004,222-224@62k-qy9-zs5,4
250277330003,222-224@62k-qy9-zs5,4
250277324005,222-224@62k-qyb-zpv,7
250277313002,222-224@62k-qyb-zpv,18
250277325001,222-224@62k-qyb-zpv,6
250277312034,222-224@62k-qyb-zpv,4
250277331021,222-224@62k-qyd-c89,18
250277329012,222-224@62k-qyd-c89,17
250277312031,222-224@62k-qyd-c89,17
250277304011,222-224@62k-qyd-c89,15
250277330001,222-224@62k-qyd-c89,8
250277325001,222-224@62k-qyd-c89,6
250277330001,222-224@62k-qyh-vcq,16
250277314003,222-224@62k-qyh-vcq,12
250277326002,222-224@62k-qyh-vcq,16
250277313003,222-224@62k-qyh-vcq,4
250277325002,222-224@62k-qyh-vcq,8
250277310022,222-224@62k-qyh-vcq,8
250277312041,222-224@62k-qyh-vcq,4
250277322031,222-224@62k-qyh-vcq,8
250277330002,222-224@62k-qyh-vcq,8
250277319002,222-224@62k-qyh-vcq,8
250277328021,222-224@62k-qyh-vcq,4
250277312042,222-224@62k-qyh-vcq,4
250277324004,222-224@62k-qyh-vcq,4
250277312033,222-224@62k-qyh-vcq,4
250277326001,222-224@62k-qyh-vcq,4
250277301002,222-224@62k-qyh-vcq,4
250277315005,222-224@62k-qyh-vcq,4
250277305002,222-224@62k-qyh-vcq,4
250277323012,222-224@62k-qyh-vcq,8
250277310023,222-224@62k-qyh-vcq,4
250277329012,222-224@62k-qyh-vcq,8
250277325001,222-224@62k-qyh-vcq,4
250277313001,222-224@62k-qyh-vcq,4
250277310023,222-224@62k-qyh-xnq,9
250277330003,222-224@62k-qyh-xnq,15
250277322031,222-224@62k-qyh-xnq,9
250277330002,222-224@62k-qyh-xnq,13
250277314003,222-224@62k-qyh-xnq,23
250277312034,222-224@62k-qyh-xnq,4
250277326002,222-224@62k-qyh-xnq,6
250277331021,222-224@62k-qyh-xnq,6
250277325001,222-224@62k-qyh-xnq,6
250277327003,222-224@62k-qyh-xnq,4
250277323012,222-224@62k-qyh-xnq,4
250277329012,222-224@62k-qyh-xnq,4
250277325002,222-224@62k-qyh-xnq,4
250277331022,222-224@62k-qyj-4qf,8
250277311011,222-224@62k-qyj-4qf,4
250277322031,222-224@62k-qyj-4qf,4
250277310024,222-224@62k-qyj-4qf,7
250277318003,222-224@62k-qyj-4qf,4
250277322011,222-224@62k-qyj-brk,13
250277314003,222-224@62k-qyj-brk,13
250277319001,222-224@62k-qyj-brk,7
250277312033,222-224@62k-qyj-brk,7
250277329015,222-224@62k-qyj-brk,7
250277312041,222-224@62k-qyj-brk,17
250277325002,222-224@62k-qyj-brk,11
250277324001,222-224@62k-qyj-brk,11
250277301005,222-224@62k-qyj-brk,6
250277308011,222-224@62k-qyj-brk,26
250277330001,222-224@62k-qyj-brk,13
250277305003,222-224@62k-qyj-brk,17
250277318004,222-224@62k-qyj-brk,5
250277313002,222-224@62k-qyj-brk,4
250277323012,222-224@62k-qyj-f75,24
